clean,corrupt,predict,corrupt_labels
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Suva, then Tunisia corresponds to",Tunis,Suva
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Berlin, then Tunisia corresponds to",Tunis,Berlin
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Accra, then Tunisia corresponds to",Tunis,Accra
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Athens, then Tunisia corresponds to",Tunis,Athens
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Nuuk, then Tunisia corresponds to",Tunis,Nuuk
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Georgetown, then Tunisia corresponds to",Tunis,Georgetown
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Budapest, then Tunisia corresponds to",Tunis,Budapest
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Baghdad, then Tunisia corresponds to",Tunis,Baghdad
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Dublin, then Tunisia corresponds to",Tunis,Dublin
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Jerusalem, then Tunisia corresponds to",Tunis,Jerusalem
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Rome, then Tunisia corresponds to",Tunis,Rome
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Kingston, then Tunisia corresponds to",Tunis,Kingston
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Tokyo, then Tunisia corresponds to",Tunis,Tokyo
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Amman, then Tunisia corresponds to",Tunis,Amman
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Astana, then Tunisia corresponds to",Tunis,Astana
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Riga, then Tunisia corresponds to",Tunis,Riga
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Malé, then Tunisia corresponds to",Tunis,Malé
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Monaco, then Tunisia corresponds to",Tunis,Monaco
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Maputo, then Tunisia corresponds to",Tunis,Maputo
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Yaren, then Tunisia corresponds to",Tunis,Yaren
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Amsterdam, then Tunisia corresponds to",Tunis,Amsterdam
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Managua, then Tunisia corresponds to",Tunis,Managua
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Oslo, then Tunisia corresponds to",Tunis,Oslo
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Muscat, then Tunisia corresponds to",Tunis,Muscat
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Islamabad, then Tunisia corresponds to",Tunis,Islamabad
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Jerusalem, then Tunisia corresponds to",Tunis,Jerusalem
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Lima, then Tunisia corresponds to",Tunis,Lima
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Manila, then Tunisia corresponds to",Tunis,Manila
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Doha, then Tunisia corresponds to",Tunis,Doha
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Moscow, then Tunisia corresponds to",Tunis,Moscow
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Apia, then Tunisia corresponds to",Tunis,Apia
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Edinburgh, then Tunisia corresponds to",Tunis,Edinburgh
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Belgrade, then Tunisia corresponds to",Tunis,Belgrade
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Victoria, then Tunisia corresponds to",Tunis,Victoria
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Singapore, then Tunisia corresponds to",Tunis,Singapore
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Madrid, then Tunisia corresponds to",Tunis,Madrid
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Stockholm, then Tunisia corresponds to",Tunis,Stockholm
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Damascus, then Tunisia corresponds to",Tunis,Damascus
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Kyiv, then Tunisia corresponds to",Tunis,Kyiv
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Hanoi, then Tunisia corresponds to",Tunis,Hanoi
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Cardiff, then Tunisia corresponds to",Tunis,Cardiff
"If Angola corresponds to Luanda, then Tunisia corresponds to","If Angola corresponds to Harare, then Tunisia corresponds to",Tunis,Harare
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Tirana, then Kiribati corresponds to",Tarawa,Tirana
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Algiers, then Kiribati corresponds to",Tarawa,Algiers
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Canberra, then Kiribati corresponds to",Tarawa,Canberra
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Nassau, then Kiribati corresponds to",Tarawa,Nassau
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Dhaka, then Kiribati corresponds to",Tarawa,Dhaka
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Minsk, then Kiribati corresponds to",Tarawa,Minsk
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Belmopan, then Kiribati corresponds to",Tarawa,Belmopan
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Gaborone, then Kiribati corresponds to",Tarawa,Gaborone
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Sofia, then Kiribati corresponds to",Tarawa,Sofia
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Yaoundé, then Kiribati corresponds to",Tarawa,Yaoundé
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Zagreb, then Kiribati corresponds to",Tarawa,Zagreb
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Havana, then Kiribati corresponds to",Tarawa,Havana
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Quito, then Kiribati corresponds to",Tarawa,Quito
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Asmara, then Kiribati corresponds to",Tarawa,Asmara
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Tallinn, then Kiribati corresponds to",Tarawa,Tallinn
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Helsinki, then Kiribati corresponds to",Tarawa,Helsinki
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Libreville, then Kiribati corresponds to",Tarawa,Libreville
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Banjul, then Kiribati corresponds to",Tarawa,Banjul
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Tbilisi, then Kiribati corresponds to",Tarawa,Tbilisi
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Gibraltar, then Kiribati corresponds to",Tarawa,Gibraltar
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Conakry, then Kiribati corresponds to",Tarawa,Conakry
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Jakarta, then Kiribati corresponds to",Tarawa,Jakarta
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Tehran, then Kiribati corresponds to",Tarawa,Tehran
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Nairobi, then Kiribati corresponds to",Tarawa,Nairobi
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Tarawa, then Kiribati corresponds to",Tarawa,Tarawa
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Pristina, then Kiribati corresponds to",Tarawa,Pristina
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Vientiane, then Kiribati corresponds to",Tarawa,Vientiane
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Beirut, then Kiribati corresponds to",Tarawa,Beirut
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Maseru, then Kiribati corresponds to",Tarawa,Maseru
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Monrovia, then Kiribati corresponds to",Tarawa,Monrovia
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Tripoli, then Kiribati corresponds to",Tarawa,Tripoli
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Vaduz, then Kiribati corresponds to",Tarawa,Vaduz
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Skopje, then Kiribati corresponds to",Tarawa,Skopje
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Bamako, then Kiribati corresponds to",Tarawa,Bamako
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Valletta, then Kiribati corresponds to",Tarawa,Valletta
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Podgorica, then Kiribati corresponds to",Tarawa,Podgorica
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Plymouth, then Kiribati corresponds to",Tarawa,Plymouth
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Rabat, then Kiribati corresponds to",Tarawa,Rabat
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Windhoek, then Kiribati corresponds to",Tarawa,Windhoek
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Niamey, then Kiribati corresponds to",Tarawa,Niamey
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Abuja, then Kiribati corresponds to",Tarawa,Abuja
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Alofi, then Kiribati corresponds to",Tarawa,Alofi
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Asunción, then Kiribati corresponds to",Tarawa,Asunción
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Warsaw, then Kiribati corresponds to",Tarawa,Warsaw
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Lisbon, then Kiribati corresponds to",Tarawa,Lisbon
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Bucharest, then Kiribati corresponds to",Tarawa,Bucharest
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Kigali, then Kiribati corresponds to",Tarawa,Kigali
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Dakar, then Kiribati corresponds to",Tarawa,Dakar
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Hargeisa, then Kiribati corresponds to",Tarawa,Hargeisa
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Paramaribo, then Kiribati corresponds to",Tarawa,Paramaribo
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Dodoma, then Kiribati corresponds to",Tarawa,Dodoma
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Bangkok, then Kiribati corresponds to",Tarawa,Bangkok
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Lomé, then Kiribati corresponds to",Tarawa,Lomé
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Tunis, then Kiribati corresponds to",Tarawa,Tunis
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Ankara, then Kiribati corresponds to",Tarawa,Ankara
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Funafuti, then Kiribati corresponds to",Tarawa,Funafuti
"If Armenia corresponds to Yerevan, then Kiribati corresponds to","If Armenia corresponds to Kampala, then Kiribati corresponds to",Tarawa,Kampala
